,build_existing_model.census_division,case_name,case,outcome,energy_mbtu,division_total,division_share,share_type
254,New England,"High Eff. and Low-voltage
(HPWH and dryer only)",17,management,64.9188,62348.865529999995,0.0010412186243992435,energy_weighted
255,New England,"High Eff. and Low-voltage
(HPWH and dryer only)",17,no_management,178.9778,62348.865529999995,0.0028705863126552386,energy_weighted
256,New England,"High Eff. and Low-voltage
(HPWH and dryer only)",17,replacement,390.3774,62348.865529999995,0.006261178879223788,energy_weighted
257,New England,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,management,775.8676,62348.865529999995,0.012443973012254424,energy_weighted
258,New England,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,no_management,3907.147,62348.865529999995,0.06266588761137962,energy_weighted
259,New England,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,replacement,1528.8246,62348.865529999995,0.024520487854977655,energy_weighted
260,New England,High Efficiency HP with Env.,11,management,1223.759,62348.865529999995,0.019627606526556155,energy_weighted
261,New England,High Efficiency HP with Env.,11,no_management,3431.461,62348.865529999995,0.055036462505463006,energy_weighted
262,New England,High Efficiency HP with Env.,11,replacement,1694.304,62348.865529999995,0.027174576242847,energy_weighted
263,New England,High Efficiency HP with Env.,11,smart_panel,119.71,62348.865529999995,0.0019200028578290637,energy_weighted
264,New England,Inefficient,1,management,874.11,62348.865529999995,0.01401966166616793,energy_weighted
265,New England,Inefficient,1,no_management,1710.177,62348.865529999995,0.02742915986461895,energy_weighted
266,New England,Inefficient,1,replacement,228.147,62348.865529999995,0.0036592005012540925,energy_weighted
267,New England,Inefficient,1,smart_panel,29.436,62348.865529999995,0.00047211765201784584,energy_weighted
268,New England,Low-voltage,6,management,225.41747,62348.865529999995,0.003615422158588232,energy_weighted
269,New England,Low-voltage,6,no_management,1322.73926,62348.865529999995,0.021215129557787163,energy_weighted
270,New England,Low-voltage,6,replacement,171.28029,62348.865529999995,0.002747127610807709,energy_weighted
271,New England,"Low-voltage
(HPWH and dryer only)",16,management,103.849,62348.865529999995,0.001665611701467634,energy_weighted
272,New England,"Low-voltage
(HPWH and dryer only)",16,no_management,533.1120000000001,62348.865529999995,0.008550468327984029,energy_weighted
273,New England,"Low-voltage
(HPWH and dryer only)",16,replacement,191.661,62348.865529999995,0.0030740094205528043,energy_weighted
274,New England,Low-voltage with Env.,13,management,2177.49489,62348.865529999995,0.03492437065999652,energy_weighted
275,New England,Low-voltage with Env.,13,no_management,6571.72851,62348.865529999995,0.1054025354613377,energy_weighted
276,New England,Low-voltage with Env.,13,replacement,1360.787,62348.865529999995,0.021825369049341226,energy_weighted
277,New England,"Low-voltage with Env.
(HPWH and dryer only)",18,management,544.5402,62348.865529999995,0.00873376276169752,energy_weighted
278,New England,"Low-voltage with Env.
(HPWH and dryer only)",18,no_management,2651.7598,62348.865529999995,0.04253100321005953,energy_weighted
279,New England,"Low-voltage with Env.
(HPWH and dryer only)",18,replacement,1357.735,62348.865529999995,0.02177641867993103,energy_weighted
280,Pacific,BAU,2,management,3010.228,158142.87041,0.019034863805087805,energy_weighted
281,Pacific,BAU,2,no_management,10010.686,158142.87041,0.0633015321781271,energy_weighted
282,Pacific,BAU,2,replacement,3079.962,158142.87041,0.019475819504318558,energy_weighted
283,Pacific,BAU,2,smart_panel,576.586,158142.87041,0.0036459816272788495,energy_weighted
284,Pacific,BAU with Env.,9,management,1660.8020000000001,158142.87041,0.010501908784722432,energy_weighted
285,Pacific,BAU with Env.,9,no_management,11048.407,158142.87041,0.0698634530368393,energy_weighted
286,Pacific,BAU with Env.,9,replacement,1240.801,158142.87041,0.007846076125867126,energy_weighted
287,Pacific,BAU with HPWH,3,management,202.446,158142.87041,0.0012801462340675874,energy_weighted
288,Pacific,BAU with HPWH,3,no_management,2537.79,158142.87041,0.01604745122825041,energy_weighted
289,Pacific,BAU with HPWH,3,replacement,494.828,158142.87041,0.0031289934141015188,energy_weighted
290,Pacific,BAU with HPWH with Env.,10,management,52.84,158142.87041,0.000334128246584923,energy_weighted
291,Pacific,BAU with HPWH with Env.,10,no_management,844.288,158142.87041,0.005338767393124365,energy_weighted
292,Pacific,BAU with HPWH with Env.,10,replacement,294.434,158142.87041,0.0018618227887014613,energy_weighted
293,Pacific,BAU with HPWH with Env.,10,smart_panel,41.504,158142.87041,0.00026244622911167,energy_weighted
294,Pacific,"High Eff HP
with HPWH and Env.",12,management,331.14,158142.87041,0.0020939293636285275,energy_weighted
295,Pacific,"High Eff HP
with HPWH and Env.",12,no_management,569.3629999999999,158142.87041,0.0036003077377049866,energy_weighted
296,Pacific,High Eff and Low-voltage,7,management,858.31408,158142.87041,0.005427459851808314,energy_weighted
297,Pacific,High Eff and Low-voltage,7,no_management,1288.69878,158142.87041,0.008148952758091018,energy_weighted
298,Pacific,High Eff and Low-voltage,7,replacement,237.11646,158142.87041,0.00149938128342589,energy_weighted
299,Pacific,"High Eff and Low-voltage
with Env.",14,management,533.69251,158142.87041,0.0033747491026079953,energy_weighted
300,Pacific,"High Eff and Low-voltage
with Env.",14,no_management,928.72313,158142.87041,0.005872684159533714,energy_weighted
301,Pacific,"High Eff and Low-voltage
with Env.",14,replacement,188.5162,158142.87041,0.0011920625919540624,energy_weighted
302,Pacific,High Eff. HP,4,management,442.022,158142.87041,0.0027950801629818473,energy_weighted
303,Pacific,High Eff. HP,4,no_management,1184.996,158142.87041,0.00749319901003307,energy_weighted
304,Pacific,High Eff. HP,4,replacement,158.368,158142.87041,0.0010014235835571741,energy_weighted
305,Pacific,"High Eff. HP
 With HPWH",5,management,401.189,158142.87041,0.0025368769326108757,energy_weighted
306,Pacific,"High Eff. HP
 With HPWH",5,no_management,2003.169,158142.87041,0.0126668309156562,energy_weighted
307,Pacific,"High Eff. HP
 With HPWH",5,replacement,128.413,158142.87041,0.0008120062552745972,energy_weighted
308,Pacific,"High Eff. and Low-voltage
(HPWH and dryer only)",17,management,128.06920000000002,158142.87041,0.0008098322717171428,energy_weighted
309,Pacific,"High Eff. and Low-voltage
(HPWH and dryer only)",17,no_management,1028.2998,158142.87041,0.00650234687997023,energy_weighted
310,Pacific,"High Eff. and Low-voltage
(HPWH and dryer only)",17,replacement,107.022,158142.87041,0.000676742490651242,energy_weighted
311,Pacific,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,management,42.424,158142.87041,0.00026826375346553316,energy_weighted
312,Pacific,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,no_management,369.391,158142.87041,0.002335805585432462,energy_weighted
313,Pacific,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,replacement,233.0852,158142.87041,0.0014738900299185482,energy_weighted
314,Pacific,High Efficiency HP with Env.,11,management,256.15,158142.87041,0.0016197378948283121,energy_weighted
315,Pacific,High Efficiency HP with Env.,11,no_management,2453.011,158142.87041,0.015511360035645884,energy_weighted
316,Pacific,High Efficiency HP with Env.,11,replacement,60.88,158142.87041,0.00038496835072085754,energy_weighted
317,Pacific,Inefficient,1,management,13546.552,158142.87041,0.08566021322921047,energy_weighted
318,Pacific,Inefficient,1,no_management,22203.982,158142.87041,0.14040457178015123,energy_weighted
319,Pacific,Inefficient,1,replacement,2330.258,158142.87041,0.014735144201939616,energy_weighted
320,Pacific,Inefficient,1,smart_panel,1005.189,158142.87041,0.006356208138842773,energy_weighted
321,Pacific,Low-voltage,6,management,11779.00661,158142.87041,0.07448332371520662,energy_weighted
322,Pacific,Low-voltage,6,no_management,24582.64213,158142.87041,0.1554457818191059,energy_weighted
323,Pacific,Low-voltage,6,replacement,1946.69683,158142.87041,0.012309735019688265,energy_weighted
324,Pacific,Low-voltage,6,smart_panel,142.8308,158142.87041,0.0009031757146540844,energy_weighted
325,Pacific,"Low-voltage
(HPWH and dryer only)",16,management,1348.6032,158142.87041,0.008527752130106286,energy_weighted
326,Pacific,"Low-voltage
(HPWH and dryer only)",16,no_management,3899.5354,158142.87041,0.024658306693751634,energy_weighted
327,Pacific,"Low-voltage
(HPWH and dryer only)",16,replacement,1891.4404,158142.87041,0.011960326729218117,energy_weighted
328,Pacific,Low-voltage with Env.,13,management,6362.35983,158142.87041,0.04023172093376701,energy_weighted
329,Pacific,Low-voltage with Env.,13,no_management,13633.79862,158142.87041,0.08621190816034334,energy_weighted
330,Pacific,Low-voltage with Env.,13,replacement,1011.84223,158142.87041,0.006398279147056743,energy_weighted
331,Pacific,"Low-voltage with Env.
(HPWH and dryer only)",18,management,503.334,158142.87041,0.003182780220790606,energy_weighted
332,Pacific,"Low-voltage with Env.
(HPWH and dryer only)",18,no_management,2254.1474,158142.87041,0.014253866735540556,energy_weighted
333,Pacific,"Low-voltage with Env.
(HPWH and dryer only)",18,replacement,672.9966,158142.87041,0.004255624033225109,energy_weighted
334,South Atlantic,BAU,2,management,2858.4390000000003,278628.81026,0.010258949881502466,energy_weighted
335,South Atlantic,BAU,2,no_management,30979.327,278628.81026,0.11118493802235281,energy_weighted
336,South Atlantic,BAU,2,replacement,3466.407,278628.81026,0.012440949651851699,energy_weighted
337,South Atlantic,BAU,2,smart_panel,179.12,278628.81026,0.0006428624514200658,energy_weighted
338,South Atlantic,BAU with Env.,9,management,4649.939,278628.81026,0.016688651096995143,energy_weighted
339,South Atlantic,BAU with Env.,9,no_management,43893.726,278628.81026,0.15753477165208063,energy_weighted
340,South Atlantic,BAU with Env.,9,replacement,4486.68,278628.81026,0.016102713842883996,energy_weighted
341,South Atlantic,BAU with Env.,9,smart_panel,456.48,278628.81026,0.0016383086859325128,energy_weighted
342,South Atlantic,BAU with HPWH,3,management,1473.29,278628.81026,0.00528764415505063,energy_weighted
343,South Atlantic,BAU with HPWH,3,no_management,16808.035,278628.81026,0.060324110002536104,energy_weighted
344,South Atlantic,BAU with HPWH,3,replacement,1637.461,278628.81026,0.005876854581089507,energy_weighted
345,South Atlantic,BAU with HPWH with Env.,10,management,986.1769999999999,278628.81026,0.0035393935001902985,energy_weighted
346,South Atlantic,BAU with HPWH with Env.,10,no_management,7878.913,278628.81026,0.028277452689288884,energy_weighted
347,South Atlantic,BAU with HPWH with Env.,10,replacement,984.451,278628.81026,0.0035331988787568962,energy_weighted
348,South Atlantic,"High Eff HP
with HPWH and Env.",12,management,2853.886,278628.81026,0.01024260914489396,energy_weighted
349,South Atlantic,"High Eff HP
with HPWH and Env.",12,no_management,9906.701,278628.81026,0.03555519255440832,energy_weighted
350,South Atlantic,"High Eff HP
with HPWH and Env.",12,replacement,605.114,278628.81026,0.0021717567520578482,energy_weighted
351,South Atlantic,High Eff and Low-voltage,7,management,2454.38396,278628.81026,0.008808794602789688,energy_weighted
352,South Atlantic,High Eff and Low-voltage,7,no_management,4307.66217,278628.81026,0.015460218080033946,energy_weighted
353,South Atlantic,High Eff and Low-voltage,7,replacement,1001.67374,278628.81026,0.0035950113667904513,energy_weighted
354,South Atlantic,"High Eff and Low-voltage
with Env.",14,management,1470.72524,278628.81026,0.005278439220364921,energy_weighted
355,South Atlantic,"High Eff and Low-voltage
with Env.",14,no_management,3430.91122,278628.81026,0.012313555144561238,energy_weighted
356,South Atlantic,"High Eff and Low-voltage
with Env.",14,replacement,663.03352,278628.81026,0.0023796301587811256,energy_weighted
357,South Atlantic,"High Eff and Low-voltage
with Env.",14,smart_panel,91.64357,278628.81026,0.0003289091674133899,energy_weighted
358,South Atlantic,High Eff. HP,4,management,2285.219,278628.81026,0.008201660832803213,energy_weighted
359,South Atlantic,High Eff. HP,4,no_management,6947.564,278628.81026,0.02493483711722755,energy_weighted
360,South Atlantic,High Eff. HP,4,replacement,947.196,278628.81026,0.0033994905233099637,energy_weighted
361,South Atlantic,"High Eff. HP
 With HPWH",5,management,8637.248000000001,278628.81026,0.03099912027022701,energy_weighted
362,South Atlantic,"High Eff. HP
 With HPWH",5,no_management,27805.055,278628.81026,0.09979246214364537,energy_weighted
363,South Atlantic,"High Eff. HP
 With HPWH",5,replacement,1279.594,278628.81026,0.004592468376855782,energy_weighted
364,South Atlantic,"High Eff. HP
 With HPWH",5,smart_panel,61.775,278628.81026,0.00022171074104775887,energy_weighted
365,South Atlantic,"High Eff. and Low-voltage
(HPWH and dryer only)",17,management,1595.106,278628.81026,0.005724842303678292,energy_weighted
366,South Atlantic,"High Eff. and Low-voltage
(HPWH and dryer only)",17,no_management,3224.468,278628.81026,0.011572629538887656,energy_weighted
367,South Atlantic,"High Eff. and Low-voltage
(HPWH and dryer only)",17,replacement,546.3050000000001,278628.81026,0.001960690997783827,energy_weighted
368,South Atlantic,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,management,692.427,278628.81026,0.0024851234850906765,energy_weighted
369,South Atlantic,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,no_management,1087.0096,278628.81026,0.0039012821358482878,energy_weighted
370,South Atlantic,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,replacement,424.8332,278628.81026,0.001524728184438539,energy_weighted
371,South Atlantic,High Efficiency HP with Env.,11,management,1215.464,278628.81026,0.004362305530665693,energy_weighted
372,South Atlantic,High Efficiency HP with Env.,11,no_management,5128.736,278628.81026,0.01840705559204077,energy_weighted
373,South Atlantic,High Efficiency HP with Env.,11,replacement,687.863,278628.81026,0.0024687432694347968,energy_weighted
374,South Atlantic,High Efficiency HP with Env.,11,smart_panel,305.325,278628.81026,0.0010958127399499308,energy_weighted
375,South Atlantic,Inefficient,1,management,6733.518,278628.81026,0.024166625101390907,energy_weighted
376,South Atlantic,Inefficient,1,no_management,21620.518,278628.81026,0.07759613221556308,energy_weighted
377,South Atlantic,Inefficient,1,replacement,2824.532,278628.81026,0.01013725751247444,energy_weighted
378,South Atlantic,Inefficient,1,smart_panel,542.197,278628.81026,0.0019459473680918124,energy_weighted
379,South Atlantic,Low-voltage,6,management,1711.63536,278628.81026,0.006143066678577864,energy_weighted
380,South Atlantic,Low-voltage,6,no_management,5764.05871,278628.81026,0.02068723153438914,energy_weighted
381,South Atlantic,Low-voltage,6,replacement,1896.903,278628.81026,0.006807993036434107,energy_weighted
382,South Atlantic,"Low-voltage
(HPWH and dryer only)",16,management,550.4472000000001,278628.81026,0.0019755573714231316,energy_weighted
383,South Atlantic,"Low-voltage
(HPWH and dryer only)",16,no_management,2106.1826,278628.81026,0.0075590984221431895,energy_weighted
384,South Atlantic,"Low-voltage
(HPWH and dryer only)",16,replacement,1752.6442,278628.81026,0.006290247581951542,energy_weighted
385,South Atlantic,Low-voltage with Env.,13,management,3539.7695300000005,278628.81026,0.01270424808797373,energy_weighted
386,South Atlantic,Low-voltage with Env.,13,no_management,11226.83114,278628.81026,0.04029314531230199,energy_weighted
387,South Atlantic,Low-voltage with Env.,13,replacement,2151.2971,278628.81026,0.007721014556938803,energy_weighted
388,South Atlantic,"Low-voltage with Env.
(HPWH and dryer only)",18,management,583.24,278628.81026,0.0020932508718526084,energy_weighted
389,South Atlantic,"Low-voltage with Env.
(HPWH and dryer only)",18,no_management,3326.1508,278628.81026,0.011937569546007219,energy_weighted
390,South Atlantic,"Low-voltage with Env.
(HPWH and dryer only)",18,replacement,1903.5184,278628.81026,0.006831735735524796,energy_weighted
391,West North Central,BAU,2,management,358.60900000000004,115860.22125999999,0.003095186562739696,energy_weighted
392,West North Central,BAU,2,no_management,3405.562,115860.22125999999,0.029393712207381642,energy_weighted
393,West North Central,BAU,2,replacement,1151.868,115860.22125999999,0.009941876404802577,energy_weighted
394,West North Central,BAU,2,smart_panel,118.595,115860.22125999999,0.0010236041215031253,energy_weighted
395,West North Central,BAU with Env.,9,management,1519.212,115860.22125999999,0.013112455538909783,energy_weighted
396,West North Central,BAU with Env.,9,no_management,14332.195,115860.22125999999,0.1237024652994349,energy_weighted
397,West North Central,BAU with Env.,9,replacement,5008.812,115860.22125999999,0.04323150728980405,energy_weighted
398,West North Central,BAU with Env.,9,smart_panel,501.244,115860.22125999999,0.00432628208844144,energy_weighted
399,West North Central,BAU with HPWH,3,management,37.506,115860.22125999999,0.0003237176624739341,energy_weighted
400,West North Central,BAU with HPWH,3,no_management,271.581,115860.22125999999,0.002344040060052618,energy_weighted
401,West North Central,BAU with HPWH,3,replacement,623.9350000000001,115860.22125999999,0.005385239154686559,energy_weighted
402,West North Central,BAU with HPWH with Env.,10,no_management,604.537,115860.22125999999,0.005217813270383531,energy_weighted
403,West North Central,BAU with HPWH with Env.,10,replacement,832.452,115860.22125999999,0.007184968153408825,energy_weighted
404,West North Central,"High Eff HP
with HPWH and Env.",12,management,252.559,115860.22125999999,0.0021798594655989528,energy_weighted
405,West North Central,"High Eff HP
with HPWH and Env.",12,no_management,1422.814,115860.22125999999,0.012280435722689385,energy_weighted
406,West North Central,"High Eff HP
with HPWH and Env.",12,replacement,1479.47,115860.22125999999,0.012769438759140172,energy_weighted
407,West North Central,High Eff and Low-voltage,7,management,403.79377,115860.22125999999,0.0034851803803641382,energy_weighted
408,West North Central,High Eff and Low-voltage,7,no_management,3247.79352,115860.22125999999,0.028031998253409865,energy_weighted
409,West North Central,High Eff and Low-voltage,7,replacement,716.41136,115860.22125999999,0.006183410943021705,energy_weighted
410,West North Central,"High Eff and Low-voltage
with Env.",14,management,3198.2669699999997,115860.22125999999,0.027604530141737103,energy_weighted
411,West North Central,"High Eff and Low-voltage
with Env.",14,no_management,10161.86983,115860.22125999999,0.08770801332405466,energy_weighted
412,West North Central,"High Eff and Low-voltage
with Env.",14,replacement,3440.46501,115860.22125999999,0.02969496322883166,energy_weighted
413,West North Central,"High Eff and Low-voltage
with Env.",14,smart_panel,204.38372,115860.22125999999,0.0017640542869441437,energy_weighted
414,West North Central,High Eff. HP,4,management,131.602,115860.22125999999,0.0011358687094570115,energy_weighted
415,West North Central,High Eff. HP,4,no_management,2943.648,115860.22125999999,0.02540689088961956,energy_weighted
416,West North Central,High Eff. HP,4,replacement,1162.197,115860.22125999999,0.010031026933669779,energy_weighted
417,West North Central,"High Eff. HP
 With HPWH",5,no_management,997.726,115860.22125999999,0.0086114629261843,energy_weighted
418,West North Central,"High Eff. HP
 With HPWH",5,replacement,235.773,115860.22125999999,0.0020349779884409657,energy_weighted
419,West North Central,"High Eff. and Low-voltage
(HPWH and dryer only)",17,management,146.085,115860.22125999999,0.0012608727862876516,energy_weighted
420,West North Central,"High Eff. and Low-voltage
(HPWH and dryer only)",17,no_management,1092.2756,115860.22125999999,0.009427529035602672,energy_weighted
421,West North Central,"High Eff. and Low-voltage
(HPWH and dryer only)",17,replacement,657.078,115860.22125999999,0.00567129937138185,energy_weighted
422,West North Central,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,management,943.0844,115860.22125999999,0.008139846357479674,energy_weighted
423,West North Central,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,no_management,4188.0896,115860.22125999999,0.036147778369951304,energy_weighted
424,West North Central,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,replacement,3179.1834,115860.22125999999,0.027439818131070607,energy_weighted
425,West North Central,High Efficiency HP with Env.,11,management,1175.6570000000002,115860.22125999999,0.010147201405404947,energy_weighted
426,West North Central,High Efficiency HP with Env.,11,no_management,11278.641,115860.22125999999,0.09734696582953858,energy_weighted
427,West North Central,High Efficiency HP with Env.,11,replacement,4423.214,115860.22125999999,0.03817715823340212,energy_weighted
428,West North Central,High Efficiency HP with Env.,11,smart_panel,1049.852,115860.22125999999,0.009061367124822287,energy_weighted
429,West North Central,Inefficient,1,management,980.415,115860.22125999999,0.00846205012676324,energy_weighted
430,West North Central,Inefficient,1,no_management,4946.166,115860.22125999999,0.042690804024104106,energy_weighted
431,West North Central,Inefficient,1,replacement,1684.425,115860.22125999999,0.01453842381519374,energy_weighted
432,West North Central,Inefficient,1,smart_panel,530.629,115860.22125999999,0.004579906668823153,energy_weighted
433,West North Central,Low-voltage,6,management,17.605,115860.22125999999,0.0001519503398883808,energy_weighted
434,West North Central,Low-voltage,6,no_management,1297.70417,115860.22125999999,0.011200601516959334,energy_weighted
435,West North Central,Low-voltage,6,replacement,388.71958,115860.22125999999,0.003355073689421677,energy_weighted
436,West North Central,"Low-voltage
(HPWH and dryer only)",16,management,322.448,115860.22125999999,0.0027830777163492535,energy_weighted
437,West North Central,"Low-voltage
(HPWH and dryer only)",16,no_management,412.22,115860.22125999999,0.0035579079300646593,energy_weighted
438,West North Central,"Low-voltage
(HPWH and dryer only)",16,replacement,618.3016,115860.22125999999,0.005336616772140282,energy_weighted
439,West North Central,Low-voltage with Env.,13,management,1805.0214999999998,115860.22125999999,0.015579303063381704,energy_weighted
440,West North Central,Low-voltage with Env.,13,no_management,7350.40384,115860.22125999999,0.06344199726241745,energy_weighted
441,West North Central,Low-voltage with Env.,13,replacement,3175.19939,115860.22125999999,0.027405431782100503,energy_weighted
442,West North Central,Low-voltage with Env.,13,smart_panel,100.914,115860.22125999999,0.0008709978187728519,energy_weighted
443,West North Central,"Low-voltage with Env.
(HPWH and dryer only)",18,management,1124.824,115860.22125999999,0.009708457206169158,energy_weighted
444,West North Central,"Low-voltage with Env.
(HPWH and dryer only)",18,no_management,2056.32,115860.22125999999,0.01774828304000427,energy_weighted
445,West North Central,"Low-voltage with Env.
(HPWH and dryer only)",18,replacement,2150.864,115860.22125999999,0.018564300815318503,energy_weighted
446,West South Central,BAU,2,management,2141.217,167541.44125,0.012780223113903767,energy_weighted
447,West South Central,BAU,2,no_management,17643.522,167541.44125,0.10530840530178381,energy_weighted
448,West South Central,BAU,2,replacement,2279.009,167541.44125,0.01360265844078144,energy_weighted
449,West South Central,BAU,2,smart_panel,350.194,167541.44125,0.0020901933120979405,energy_weighted
450,West South Central,BAU with Env.,9,management,3308.831,167541.44125,0.019749328735107798,energy_weighted
451,West South Central,BAU with Env.,9,no_management,29297.912,167541.44125,0.1748696428860403,energy_weighted
452,West South Central,BAU with Env.,9,replacement,2956.5,167541.44125,0.01764638036978806,energy_weighted
453,West South Central,BAU with Env.,9,smart_panel,344.58,167541.44125,0.002056685184448358,energy_weighted
454,West South Central,BAU with HPWH,3,management,368.394,167541.44125,0.002198823152358432,energy_weighted
455,West South Central,BAU with HPWH,3,no_management,4476.102,167541.44125,0.026716387101629997,energy_weighted
456,West South Central,BAU with HPWH,3,replacement,853.681,167541.44125,0.005095342344143766,energy_weighted
457,West South Central,BAU with HPWH with Env.,10,management,405.28,167541.44125,0.002418983607734722,energy_weighted
458,West South Central,BAU with HPWH with Env.,10,no_management,3212.47,167541.44125,0.01917418148030883,energy_weighted
459,West South Central,BAU with HPWH with Env.,10,replacement,699.152,167541.44125,0.004173009344934234,energy_weighted
460,West South Central,"High Eff HP
with HPWH and Env.",12,management,716.576,167541.44125,0.0042770074953023,energy_weighted
461,West South Central,"High Eff HP
with HPWH and Env.",12,no_management,3105.739,167541.44125,0.01853713909125155,energy_weighted
462,West South Central,"High Eff HP
with HPWH and Env.",12,replacement,116.118,167541.44125,0.0006930703182070185,energy_weighted
463,West South Central,High Eff and Low-voltage,7,management,1163.5677799999999,167541.44125,0.006944955058992008,energy_weighted
464,West South Central,High Eff and Low-voltage,7,no_management,2050.56499,167541.44125,0.012239150950959125,energy_weighted
465,West South Central,High Eff and Low-voltage,7,replacement,831.26617,167541.44125,0.004961555563793981,energy_weighted
466,West South Central,High Eff and Low-voltage,7,smart_panel,80.33391999999999,167541.44125,0.00047948686247797207,energy_weighted
467,West South Central,"High Eff and Low-voltage
with Env.",14,management,787.44997,167541.44125,0.004700031013968611,energy_weighted
468,West South Central,"High Eff and Low-voltage
with Env.",14,no_management,2471.87825,167541.44125,0.014753831837411153,energy_weighted
469,West South Central,"High Eff and Low-voltage
with Env.",14,replacement,389.57139,167541.44125,0.002325224058558109,energy_weighted
470,West South Central,High Eff. HP,4,management,2139.499,167541.44125,0.012769968934476978,energy_weighted
471,West South Central,High Eff. HP,4,no_management,2359.6,167541.44125,0.014083679729596453,energy_weighted
472,West South Central,High Eff. HP,4,replacement,749.412,167541.44125,0.0044729948268843606,energy_weighted
473,West South Central,"High Eff. HP
 With HPWH",5,management,1941.644,167541.44125,0.01158903722872206,energy_weighted
474,West South Central,"High Eff. HP
 With HPWH",5,no_management,6797.846,167541.44125,0.04057411676348462,energy_weighted
475,West South Central,"High Eff. HP
 With HPWH",5,replacement,375.939,167541.44125,0.0022438567866862017,energy_weighted
476,West South Central,"High Eff. and Low-voltage
(HPWH and dryer only)",17,management,718.9200000000001,167541.44125,0.004290998063740246,energy_weighted
477,West South Central,"High Eff. and Low-voltage
(HPWH and dryer only)",17,no_management,857.3844,167541.44125,0.005117446726035013,energy_weighted
478,West South Central,"High Eff. and Low-voltage
(HPWH and dryer only)",17,replacement,355.112,167541.44125,0.0021195472436584405,energy_weighted
479,West South Central,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,management,546.566,167541.44125,0.0032622734764733916,energy_weighted
480,West South Central,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,no_management,599.993,167541.44125,0.003581161744363352,energy_weighted
481,West South Central,"High Eff. and Low-voltage 
 with Env. (HPWH and dryer only)",19,replacement,370.677,167541.44125,0.0022124496317713275,energy_weighted
482,West South Central,High Efficiency HP with Env.,11,management,1039.943,167541.44125,0.0062070792291217675,energy_weighted
483,West South Central,High Efficiency HP with Env.,11,no_management,4114.918,167541.44125,0.024560598078297836,energy_weighted
484,West South Central,High Efficiency HP with Env.,11,replacement,822.474,167541.44125,0.0049090779801322735,energy_weighted
485,West South Central,High Efficiency HP with Env.,11,smart_panel,87.171,167541.44125,0.0005202951541399613,energy_weighted
486,West South Central,Inefficient,1,management,4082.825,167541.44125,0.02436904547041432,energy_weighted
487,West South Central,Inefficient,1,no_management,18083.714,167541.44125,0.10793576720529734,energy_weighted
488,West South Central,Inefficient,1,replacement,1330.398,167541.44125,0.007940710012246,energy_weighted
489,West South Central,Inefficient,1,smart_panel,190.49,167541.44125,0.0011369724324846705,energy_weighted
490,West South Central,Low-voltage,6,management,2817.81205,167541.44125,0.016818597410746577,energy_weighted
491,West South Central,Low-voltage,6,no_management,7208.93999,167541.44125,0.043027802173690566,energy_weighted
492,West South Central,Low-voltage,6,replacement,1372.23393,167541.44125,0.00819041497889705,energy_weighted
493,West South Central,"Low-voltage
(HPWH and dryer only)",16,management,399.9184,167541.44125,0.0023869819730346865,energy_weighted
494,West South Central,"Low-voltage
(HPWH and dryer only)",16,no_management,1297.357,167541.44125,0.007743499102792873,energy_weighted
495,West South Central,"Low-voltage
(HPWH and dryer only)",16,replacement,1010.4302,167541.44125,0.0060309269901305685,energy_weighted
496,West South Central,Low-voltage with Env.,13,management,5155.78232,167541.44125,0.030773176364805803,energy_weighted
497,West South Central,Low-voltage with Env.,13,no_management,13987.67426,167541.44125,0.08348784727909818,energy_weighted
498,West South Central,Low-voltage with Env.,13,replacement,2180.4744,167541.44125,0.013014537679345647,energy_weighted
499,West South Central,Low-voltage with Env.,13,smart_panel,137.52063,167541.44125,0.0008208156082100077,energy_weighted
500,West South Central,"Low-voltage with Env.
(HPWH and dryer only)",18,management,636.509,167541.44125,0.0037991137908991814,energy_weighted
501,West South Central,"Low-voltage with Env.
(HPWH and dryer only)",18,no_management,2538.1866,167541.44125,0.015149604665347236,energy_weighted
502,West South Central,"Low-voltage with Env.
(HPWH and dryer only)",18,replacement,1124.4736,167541.44125,0.006711614700282399,energy_weighted
503,West South Central,"Low-voltage with Env.
(HPWH and dryer only)",18,smart_panel,59.694,167541.44125,0.00035629393870932814,energy_weighted
