DATE,VALUE
1977-10-01,61.600
1977-11-01,62.000
1977-12-01,62.300
1978-01-01,62.700
1978-02-01,63.000
1978-03-01,63.400
1978-04-01,63.900
1978-05-01,64.500
1978-06-01,65.000
1978-07-01,65.500
1978-08-01,65.900
1978-09-01,66.500
1978-10-01,67.100
1978-11-01,67.500
1978-12-01,67.900
1979-01-01,68.500
1979-02-01,69.200
1979-03-01,69.900
1979-04-01,70.600
1979-05-01,71.400
1979-06-01,72.200
1979-07-01,73.000
1979-08-01,73.700
1979-09-01,74.400
1979-10-01,75.200
1979-11-01,76.000
1979-12-01,76.900
1980-01-01,78.000
1980-02-01,79.000
1980-03-01,80.100
1980-04-01,80.900
1980-05-01,81.700
1980-06-01,82.500
1980-07-01,82.600
1980-08-01,83.200
1980-09-01,83.900
1980-10-01,84.700
1980-11-01,85.600
1980-12-01,86.400
1981-01-01,87.200
1981-02-01,88.000
1981-03-01,88.600
1981-04-01,89.100
1981-05-01,89.700
1981-06-01,90.500
1981-07-01,91.500
1981-08-01,92.200
1981-09-01,93.100
1981-10-01,93.400
1981-11-01,93.800
1981-12-01,94.100
1982-01-01,94.400
1982-02-01,94.700
1982-03-01,94.700
1982-04-01,95.000
1982-05-01,95.900
1982-06-01,97.000
1982-07-01,97.500
1982-08-01,97.700
1982-09-01,97.700
1982-10-01,98.100
1982-11-01,98.000
1982-12-01,97.700
1983-01-01,97.900
1983-02-01,98.000
1983-03-01,98.100
1983-04-01,98.800
1983-05-01,99.200
1983-06-01,99.400
1983-07-01,99.800
1983-08-01,100.100
1983-09-01,100.400
1983-10-01,100.800
1983-11-01,101.100
1983-12-01,101.400
1984-01-01,102.100
1984-02-01,102.600
1984-03-01,102.900
1984-04-01,103.300
1984-05-01,103.500
1984-06-01,103.700
1984-07-01,104.100
1984-08-01,104.400
1984-09-01,104.700
1984-10-01,105.100
1984-11-01,105.300
1984-12-01,105.500
1985-01-01,105.700
1985-02-01,106.300
1985-03-01,106.800
1985-04-01,107.000
1985-05-01,107.200
1985-06-01,107.500
1985-07-01,107.700
1985-08-01,107.900
1985-09-01,108.100
1985-10-01,108.500
1985-11-01,109.000
1985-12-01,109.500
1986-01-01,109.900
1986-02-01,109.700
1986-03-01,109.100
1986-04-01,108.700
1986-05-01,109.000
1986-06-01,109.400
1986-07-01,109.500
1986-08-01,109.600
1986-09-01,110.000
1986-10-01,110.200
1986-11-01,110.400
1986-12-01,110.800
1987-01-01,111.400
1987-02-01,111.800
1987-03-01,112.200
1987-04-01,112.700
1987-05-01,113.000
1987-06-01,113.500
1987-07-01,113.800
1987-08-01,114.300
1987-09-01,114.700
1987-10-01,115.000
1987-11-01,115.400
1987-12-01,115.600
1988-01-01,116.000
1988-02-01,116.200
1988-03-01,116.500
1988-04-01,117.200
1988-05-01,117.500
1988-06-01,118.000
1988-07-01,118.500
1988-08-01,119.000
1988-09-01,119.500
1988-10-01,119.900
1988-11-01,120.300
1988-12-01,120.700
1989-01-01,121.200
1989-02-01,121.600
1989-03-01,122.200
1989-04-01,123.100
1989-05-01,123.700
1989-06-01,124.100
1989-07-01,124.500
1989-08-01,124.500
1989-09-01,124.800
1989-10-01,125.400
1989-11-01,125.900
1989-12-01,126.300
1990-01-01,127.500
1990-02-01,128.000
1990-03-01,128.600
1990-04-01,128.900
1990-05-01,129.100
1990-06-01,129.900
1990-07-01,130.500
1990-08-01,131.600
1990-09-01,132.500
1990-10-01,133.400
1990-11-01,133.700
1990-12-01,134.200
1991-01-01,134.700
1991-02-01,134.800
1991-03-01,134.800
1991-04-01,135.100
1991-05-01,135.600
1991-06-01,136.000
1991-07-01,136.200
1991-08-01,136.600
1991-09-01,137.000
1991-10-01,137.200
1991-11-01,137.800
1991-12-01,138.200
1992-01-01,138.300
1992-02-01,138.600
1992-03-01,139.100
1992-04-01,139.400
1992-05-01,139.700
1992-06-01,140.100
1992-07-01,140.500
1992-08-01,140.800
1992-09-01,141.100
1992-10-01,141.700
1992-11-01,142.100
1992-12-01,142.300
1993-01-01,142.800
1993-02-01,143.100
1993-03-01,143.300
1993-04-01,143.800
1993-05-01,144.200
1993-06-01,144.300
1993-07-01,144.500
1993-08-01,144.800
1993-09-01,145.000
1993-10-01,145.600
1993-11-01,146.000
1993-12-01,146.300
1994-01-01,146.300
1994-02-01,146.700
1994-03-01,147.100
1994-04-01,147.200
1994-05-01,147.500
1994-06-01,147.900
1994-07-01,148.400
1994-08-01,149.000
1994-09-01,149.300
1994-10-01,149.400
1994-11-01,149.800
1994-12-01,150.100
1995-01-01,150.500
1995-02-01,150.900
1995-03-01,151.200
1995-04-01,151.800
1995-05-01,152.100
1995-06-01,152.400
1995-07-01,152.600
1995-08-01,152.900
1995-09-01,153.100
1995-10-01,153.500
1995-11-01,153.700
1995-12-01,153.900
1996-01-01,154.700
1996-02-01,155.000
1996-03-01,155.500
1996-04-01,156.100
1996-05-01,156.400
1996-06-01,156.700
1996-07-01,157.000
1996-08-01,157.200
1996-09-01,157.700
1996-10-01,158.200
1996-11-01,158.700
1996-12-01,159.100
1997-01-01,159.400
1997-02-01,159.700
1997-03-01,159.800
1997-04-01,159.900
1997-05-01,159.900
1997-06-01,160.200
1997-07-01,160.400
1997-08-01,160.800
1997-09-01,161.200
1997-10-01,161.500
1997-11-01,161.700
1997-12-01,161.800
1998-01-01,162.000
1998-02-01,162.000
1998-03-01,162.000
1998-04-01,162.200
1998-05-01,162.600
1998-06-01,162.800
1998-07-01,163.200
1998-08-01,163.400
1998-09-01,163.500
1998-10-01,163.900
1998-11-01,164.100
1998-12-01,164.400
1999-01-01,164.700
1999-02-01,164.700
1999-03-01,164.800
1999-04-01,165.900
1999-05-01,166.000
1999-06-01,166.000
1999-07-01,166.700
1999-08-01,167.100
1999-09-01,167.800
1999-10-01,168.100
1999-11-01,168.400
1999-12-01,168.800
2000-01-01,169.300
2000-02-01,170.000
2000-03-01,171.000
2000-04-01,170.900
2000-05-01,171.200
2000-06-01,172.200
2000-07-01,172.700
2000-08-01,172.700
2000-09-01,173.600
2000-10-01,173.900
2000-11-01,174.200
2000-12-01,174.600
2001-01-01,175.600
2001-02-01,176.000
2001-03-01,176.100
2001-04-01,176.400
2001-05-01,177.300
2001-06-01,177.700
2001-07-01,177.400
2001-08-01,177.400
2001-09-01,178.100
2001-10-01,177.600
2001-11-01,177.500
2001-12-01,177.400
2002-01-01,177.700
2002-02-01,178.000
2002-03-01,178.500
2002-04-01,179.300
2002-05-01,179.500
2002-06-01,179.600
2002-07-01,180.000
2002-08-01,180.500
2002-09-01,180.800
2002-10-01,181.200
2002-11-01,181.500
2002-12-01,181.800
2003-01-01,182.600
2003-02-01,183.600
2003-03-01,183.900
2003-04-01,183.200
2003-05-01,182.900
2003-06-01,183.100
2003-07-01,183.700
2003-08-01,184.500
2003-09-01,185.100
2003-10-01,184.900
2003-11-01,185.000
2003-12-01,185.500
2004-01-01,186.300
2004-02-01,186.700
2004-03-01,187.100
2004-04-01,187.400
2004-05-01,188.200
2004-06-01,188.900
2004-07-01,189.100
2004-08-01,189.200
2004-09-01,189.800
2004-10-01,190.800
2004-11-01,191.700
2004-12-01,191.700
2005-01-01,191.600
2005-02-01,192.400
2005-03-01,193.100
2005-04-01,193.700
2005-05-01,193.600
2005-06-01,193.700
2005-07-01,194.900
2005-08-01,196.100
2005-09-01,198.800
2005-10-01,199.100
2005-11-01,198.100
2005-12-01,198.100
2006-01-01,199.300
2006-02-01,199.400
2006-03-01,199.700
2006-04-01,200.700
2006-05-01,201.300
2006-06-01,201.800
2006-07-01,202.900
2006-08-01,203.800
2006-09-01,202.800
2006-10-01,201.900
2006-11-01,202.000
2006-12-01,203.100
2007-01-01,203.437
2007-02-01,204.226
2007-03-01,205.288
2007-04-01,205.904
2007-05-01,206.755
2007-06-01,207.234
2007-07-01,207.603
2007-08-01,207.667
2007-09-01,208.547
2007-10-01,209.190
2007-11-01,210.834
2007-12-01,211.445
2008-01-01,212.174
2008-02-01,212.687
2008-03-01,213.448
2008-04-01,213.942
2008-05-01,215.208
2008-06-01,217.463
2008-07-01,219.016
2008-08-01,218.690
2008-09-01,218.877
2008-10-01,216.995
2008-11-01,213.153
2008-12-01,211.398
2009-01-01,211.933
2009-02-01,212.705
2009-03-01,212.495
2009-04-01,212.709
2009-05-01,213.022
2009-06-01,214.790
2009-07-01,214.726
2009-08-01,215.445
2009-09-01,215.861
2009-10-01,216.509
2009-11-01,217.234
2009-12-01,217.347
2010-01-01,217.488
2010-02-01,217.281
2010-03-01,217.353
2010-04-01,217.403
2010-05-01,217.290
2010-06-01,217.199
2010-07-01,217.605
2010-08-01,217.923
2010-09-01,218.275
2010-10-01,219.035
2010-11-01,219.590
2010-12-01,220.472
2011-01-01,221.187
2011-02-01,221.898
2011-03-01,223.046
2011-04-01,224.093
2011-05-01,224.806
2011-06-01,224.806
2011-07-01,225.395
2011-08-01,226.106
2011-09-01,226.597
2011-10-01,226.750
2011-11-01,227.169
2011-12-01,227.223
2012-01-01,227.860
2012-02-01,228.377
2012-03-01,228.894
2012-04-01,229.286
2012-05-01,228.722
2012-06-01,228.506
2012-07-01,228.475
2012-08-01,229.844
2012-09-01,230.987
2012-10-01,231.655
2012-11-01,231.278
2012-12-01,231.272
2013-01-01,231.641
2013-02-01,233.005
2013-03-01,232.313
2013-04-01,231.856
2013-05-01,231.895
2013-06-01,232.357
2013-07-01,232.749
2013-08-01,233.249
2013-09-01,233.642
2013-10-01,233.799
2013-11-01,234.210
2013-12-01,234.847
2014-01-01,235.436
2014-02-01,235.621
2014-03-01,235.897
2014-04-01,236.495
2014-05-01,236.803
2014-06-01,237.016
2014-07-01,237.259
2014-08-01,237.163
2014-09-01,237.510
2014-10-01,237.651
2014-11-01,237.261
2014-12-01,236.464
2015-01-01,234.954
2015-02-01,235.415
2015-03-01,235.859
2015-04-01,236.197
2015-05-01,236.876
2015-06-01,237.423
2015-07-01,237.734
2015-08-01,237.703
2015-09-01,237.489
2015-10-01,237.949
2015-11-01,238.302
2015-12-01,238.041
2016-01-01,238.107
2016-02-01,237.707
2016-03-01,237.920
2016-04-01,238.890
2016-05-01,239.410
