End use,CDIV,TRE,FRCC,MISW,MISC,MISE,MISS,ISNE,NYCW,NYUP,PJME,PJMW,PJMC,PJMD,SRCA,SRSE,SRCE,SPPS,SPPC,SPPN,SRSG,CANO,CASO,NWPP,RMRG,BASN,AK_HI
refrigeration,8,0,0,0.0013244504539563818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015589569473237147,0,0.005555671833513909,0.3502878280044035,0,0,0.07762964077154307,0.2490382449777185,0.3005745944856274,0
refrigeration,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030890066218141696,0.25257794770142894,0.3418855732957654,0.3443802578871886,0,0,0.058067214493802755
misc,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misc,2,0,0,0,0,0,0,0,0.28337118431216207,0.16325435354080287,0.47662754567502674,0.0767469164720082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misc,3,0,0,0.12226528374403889,0.14388641935884958,0.1683914167348407,0,0,0,0,0,0.3341061142548573,0.2313507659074135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misc,4,0,0,0.37147240564289297,0.16811890413174826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3204935660332876,0.13884570353690778,0,0,0,0,0.0010694206551633693,0,0
misc,5,0,0.30179321600876463,0,0,0,0,0,0,0,0.07885933964319024,0.06512384308724477,0,0.1406921632000161,0.2305948071966404,0.18164100956070858,0.0012956213034353674,0,0,0,0,0,0,0,0,0,0
misc,6,0,0,0,0,0,0.0840175720764352,0,0,0,0,0.019498321459266374,0,0,0,0.2343785050543103,0.6621056014099882,0,0,0,0,0,0,0,0,0,0
misc,7,0.6710270102585646,0,0,0,0,0.1425544153061277,0,0,0,0,0,0,0,0,0,0,0.16638888269454374,0,0,0.020029691740763984,0,0,0,0,0,0
misc,8,0,0,9.799095665032146e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006145144797321725,0,0.0011192938962977224,0.3334794897880018,0,0,0.03524454740487182,0.2777304336862063,0.3461830994706503,0
misc,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017727042518386428,0.2889117813799515,0.44348990828680057,0.22976665506659438,0,0,0.0360589510148149
