End use,CDIV,TRE,FRCC,MISW,MISC,MISE,MISS,ISNE,NYCW,NYUP,PJME,PJMW,PJMC,PJMD,SRCA,SRSE,SRCE,SPPS,SPPC,SPPN,SRSG,CANO,CASO,NWPP,RMRG,BASN,AK_HI
refrigeration,5,0,0.31509181672312353,0,0,0,0,0,0,0,0.08316990550900338,0.0756908539846675,0,0.1263683366018898,0.2279550722053842,0.16873774291317525,0.0029862720627562844,0,0,0,0,0,0,0,0,0,0
refrigeration,6,0,0,0,0,0,0.07609904583504068,0,0,0,0,0.02288825147807762,0,0,0,0.2741614470526254,0.6268512556342563,0,0,0,0,0,0,0,0,0,0
refrigeration,7,0.5759302343984932,0,0,0,0,0.20328252852824336,0,0,0,0,0,0,0,0,0,0,0.20226959783486065,0,0,0.018517639238402734,0,0,0,0,0,0
refrigeration,8,0,0,0.00044907938725612497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011177086971707998,0,0.0016466244199391249,0.3746819021006936,0,0,0.06337009131280874,0.25135971258919215,0.2973155032184023,0
refrigeration,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030707997258685223,0.3110206125784174,0.43141441298961464,0.2544941747060994,0,0,0
ceiling fan,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceiling fan,2,0,0,0,0,0,0,0,0.2727193212630106,0.18582174407417126,0.4653196886206595,0.07613924604215866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceiling fan,3,0,0,0.1346360437117985,0.1724022967216151,0.19225782552324505,0,0,0,0,0,0.3193554361918874,0.18134839785145399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceiling fan,4,0,0,0.3741619709620368,0.16896310615719984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2555423024719286,0.19705507341751327,0,0,0,0,0.0042775469913215155,0,0
ceiling fan,5,0,0.3032810393782086,0,0,0,0,0,0,0,0.08644276823357329,0.0762612212120343,0,0.13185820403246623,0.227206240858118,0.1721541859064445,0.002796340379155075,0,0,0,0,0,0,0,0,0,0
ceiling fan,6,0,0,0,0,0,0.07331004531722055,0,0,0,0,0.02317787009063444,0,0,0,0.2631703172205438,0.6403417673716012,0,0,0,0,0,0,0,0,0,0
ceiling fan,7,0.5883815776385158,0,0,0,0,0.19441957624589676,0,0,0,0,0,0,0,0,0,0,0.1984482244106237,0,0,0.018750621704963694,0,0,0,0,0,0
ceiling fan,8,0,0,0.00031957815683298046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010745815523508968,0,0.0014381017057484122,0.3700715056125914,0,0,0.05728438461231175,0.25666120720648744,0.3034794071825191,0
ceiling fan,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027606365703150373,0.30291896719714195,0.447365215979214,0.246955180253329,0,0,0
misc,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misc,2,0,0,0,0,0,0,0,0.2742704318414222,0.18462990639502871,0.4649885943522379,0.07611106741131125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misc,3,0,0,0.135162899911946,0.1720922165594898,0.19198441710916028,0,0,0,0,0,0.31862208821410465,0.18213837820529924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misc,4,0,0,0.37469765795528287,0.16830865435667514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25491121467760014,0.19786443277682733,0,0,0,0,0.004218040233614536,0,0
misc,5,0,0.30330140868378047,0,0,0,0,0,0,0,0.08536913306993774,0.07656744513166332,0,0.1322838880499762,0.22845086155182756,0.17136917444097388,0.0026580890718408043,0,0,0,0,0,0,0,0,0,0
misc,6,0,0,0,0,0,0.07436193320662503,0,0,0,0,0.02304507195221287,0,0,0,0.2631007330980179,0.6394922617431442,0,0,0,0,0,0,0,0,0,0
misc,7,0.5875304484883221,0,0,0,0,0.19635692792663706,0,0,0,0,0,0,0,0,0,0,0.19685843244017767,0,0,0.01925419114486316,0,0,0,0,0,0
misc,8,0,0,0.0004268275332214097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010016219446262414,0,0.0013373929374270836,0.36698631306376805,0,0,0.060694875224084455,0.2592834988475657,0.30125487294767095,0
misc,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025671574050435426,0.31167560207641903,0.43329645703911723,0.2524607834794202,0,0,0
pool heaters,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pool heaters,2,0,0,0,0,0,0,0,0.1008174386920981,0.23705722070844687,0.5831062670299727,0.07901907356948229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pool heaters,3,0,0,0.11498257839721254,0.2508710801393728,0.14285714285714285,0,0,0,0,0,0.34843205574912894,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pool heaters,4,0,0,0.2826086956521739,0.2391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30434782608695654,0.17391304347826086,0,0,0,0,0,0,0
pool heaters,5,0,0.585464333781965,0,0,0,0,0,0,0,0.04576043068640646,0.04306864064602961,0,0.051816958277254375,0.14199192462987886,0.12987886944818305,0.002018842530282638,0,0,0,0,0,0,0,0,0,0
pool heaters,6,0,0,0,0,0,0.06227106227106227,0,0,0,0,0.014652014652014652,0,0,0,0.31135531135531136,0.6117216117216118,0,0,0,0,0,0,0,0,0,0
pool heaters,7,0.6612244897959184,0,0,0,0,0.19387755102040816,0,0,0,0,0,0,0,0,0,0,0.13673469387755102,0,0,0.00816326530612245,0,0,0,0,0,0
pool heaters,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174311926605505,0,0.0030581039755351682,0.8134556574923547,0,0,0.012232415902140673,0.027522935779816515,0.1345565749235474,0
pool heaters,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002457002457002457,0.36855036855036855,0.44717444717444715,0.18181818181818182,0,0,0
pool pumps,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pool pumps,2,0,0,0,0,0,0,0,0.13309222423146475,0.2291139240506329,0.5533453887884268,0.08444846292947558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pool pumps,3,0,0,0.1221881390593047,0.20219836400817995,0.1983640081799591,0,0,0,0,0,0.314161554192229,0.1630879345603272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pool pumps,4,0,0,0.29827742520398914,0.24388032638259294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3327289211242067,0.12511332728921123,0,0,0,0,0,0,0
pool pumps,5,0,0.49972811310494836,0,0,0,0,0,0,0,0.05718687692586551,0.05628058727569331,0,0.06905927134312126,0.14428131230741345,0.1715606307775965,0.0019032082653616096,0,0,0,0,0,0,0,0,0,0
pool pumps,6,0,0,0,0,0,0.06440142236270249,0,0,0,0,0.023706045041485577,0,0,0,0.27973133148952983,0.6321612011062822,0,0,0,0,0,0,0,0,0,0
pool pumps,7,0.6234385646150352,0,0,0,0,0.18578242107653872,0,0,0,0,0,0,0,0,0,0,0.17556211673858732,0,0,0.015216897569838746,0,0,0,0,0,0
pool pumps,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01294680551646496,0,0.0005629045876723895,0.7300872502110892,0,0,0.011539544047283985,0.03912186884323107,0.20574162679425836,0
pool pumps,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003578828404595969,0.3923526087775476,0.470145036730081,0.13392352608777547,0,0,0
portable electric spas,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
portable electric spas,2,0,0,0,0,0,0,0,0.2551089918256131,0.24284741144414168,0.40565395095367845,0.09638964577656675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
portable electric spas,3,0,0,0.1265214606021781,0.1934657270980141,0.22998078155028828,0,0,0,0,0,0.29596412556053814,0.15406790518898142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
portable electric spas,4,0,0,0.3908594815825375,0.14051841746248295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20395634379263303,0.2605729877216917,0,0,0,0,0.004092769440654843,0,0
portable electric spas,5,0,0.4191109074243813,0,0,0,0,0,0,0,0.08318056828597617,0.06347387717690192,0,0.09647112740604949,0.1569660861594867,0.17873510540788268,0.002062328139321723,0,0,0,0,0,0,0,0,0,0
portable electric spas,6,0,0,0,0,0,0.053833605220228384,0,0,0,0,0.026916802610114192,0,0,0,0.24388254486133767,0.6753670473083198,0,0,0,0,0,0,0,0,0,0
portable electric spas,7,0.632163945814519,0,0,0,0,0.14657867315039944,0,0,0,0,0,0,0,0,0,0,0.20215352552969781,0,0,0.019103855505383814,0,0,0,0,0,0
portable electric spas,8,0,0,0.0003866976024748647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011214230471771076,0,0.002320185614849188,0.3894044856921887,0,0,0.0765661252900232,0.19992266047950502,0.32018561484918795,0
portable electric spas,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028263557675322383,0.3144320791379615,0.40876170287934993,0.27397986221515636,0,0,0
fans and pumps,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fans and pumps,2,0,0,0,0,0,0,0,0.26961827728111254,0.19127288207747978,0.4635731516957571,0.07553568894565063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fans and pumps,3,0,0,0.13886634844868734,0.1720167064439141,0.19653937947494032,0,0,0,0,0,0.31556085918854415,0.17701670644391407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fans and pumps,4,0,0,0.367842224924655,0.17321419129699148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25649024480516047,0.19822344419182572,0,0,0,0,0.004229894781367313,0,0
fans and pumps,5,0,0.3139425047675061,0,0,0,0,0,0,0,0.08320412055107024,0.07552264342618831,0,0.12659288171238126,0.2283679980038853,0.16941132438646206,0.002958527152506728,0,0,0,0,0,0,0,0,0,0
fans and pumps,6,0,0,0,0,0,0.07583063804763304,0,0,0,0,0.023022640399882388,0,0,0,0.2730373419582476,0.628109379594237,0,0,0,0,0,0,0,0,0,0
fans and pumps,7,0.577410625267056,0,0,0,0,0.20275680893826456,0,0,0,0,0,0,0,0,0,0,0.2011584294734843,0,0,0.018674136321195144,0,0,0,0,0,0
fans and pumps,8,0,0,0.0004037549207630968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011128495003532855,0,0.0015645503179570002,0.3743565155950338,0,0,0.06200161501968305,0.25219541738164936,0.29834965176138084,0
fans and pumps,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002835210099767299,0.3131703533313719,0.4296279455425683,0.25436649102629255,0,0,0
